154,Problem 154,Exploring Pascal's pyramid,"A triangular pyramid is constructed using spherical balls so that each ball rests on exactly three balls of the next lower level., Then, we calculate the number of paths leading from the apex to each position:, A path starts at the apex and progresses downwards to any of the three spheres directly below the current position., Consequently, the number of paths to reach a certain position is the sum of the numbers immediately above it (depending on the position, there are up to three numbers above it)., The result is <i>Pascal's pyramid</i> and the numbers at each level <var>n</var> are the coefficients of the trinomial expansion \n(<var>x + y + z</var>)<sup><var>n</var></sup>., How many coefficients in the expansion of (<var>x + y + z</var>)<sup>200000</sup> are multiples of 10<sup>12</sup>",65,12th May 2007
155,Problem 155,Counting Capacitor Circuits,"An electric circuit uses exclusively identical capacitors of the same value C.\n<br/>\nThe capacitors can be connected in series or in parallel to form sub-units, which can then be connected in series or in parallel with other capacitors or other sub-units to form larger sub-units, and so on up to a final circuit., Using this simple procedure and up to <var>n</var> identical capacitors, we can make circuits having a range of different total capacitances. For example, using up to <var>n</var>=3 capacitors of 60 <img alt="""" height=""21"" src=""project/images/p155_capsmu.gif"" style=""vertical-align:middle;"" width=""12""/>F each, we can obtain the following 7 distinct total capacitance values: , If we denote by <var>D</var>(<var>n</var>) the number of distinct total capacitance values we can obtain when using up to <var>n</var> equal-valued capacitors and the simple procedure described above, we have: <var>D</var>(1)=1, <var>D</var>(2)=3, <var>D</var>(3)=7 ..., Find <var>D</var>(18)., <i>Reminder :</i> When connecting capacitors C<sub>1</sub>, C<sub>2</sub> etc in parallel, the total capacitance is C<sub>T</sub>\xa0=\xa0C<sub>1</sub>\xa0+\xa0C<sub>2</sub>\xa0+...,\n<br/>\nwhereas when connecting them in series, the overall capacitance is given by:\n<img alt="""" height=""38"" src=""project/images/p155_capsform.gif"" style=""vertical-align:middle;"" width=""127""/",60,19th May 2007
156,Problem 156,Counting Digits,"Starting from zero the natural numbers are written down in base 10 like this:\n<br/>\n0 1 2 3 4 5 6 7 8 9 10 11 12....\n, Consider the digit <var>d</var>=1. After we write down each number <var>n</var>, we will update the number of ones that have occurred and call this number <var>f</var>(<var>n</var>,1). The first values for <var>f</var>(<var>n</var>,1), then, are as follows:, Note that <var>f</var>(<var>n</var>,1) never equals 3.\n<br/>\nSo the first two solutions of the equation <var>f</var>(<var>n</var>,1)=<var>n</var> are <var>n</var>=0 and <var>n</var>=1. The next solution is <var>n</var>=199981., In the same manner the function <var>f</var>(<var>n,d</var>) gives the total number of digits <var>d</var> that have been written down after the number <var>n</var> has been written.\n<br/>\nIn fact, for every digit <var>d</var> \u2260 0, 0 is the first solution of the equation <var>f</var>(<var>n,d</var>)=<var>n</var>., Let <var>s</var>(<var>d</var>) be the sum of all the solutions for which <var>f</var>(<var>n,d</var>)=<var>n</var>.\n<br/>\nYou are given that <var>s</var>(1)=22786974071., Find  \u2211 <var>s</var>(<var>d</var>) for 1 \u2264 d \u2264 9., Note: if, for some <var>n</var>, <var>f</var>(<var>n,d</var>)=<var>n</var>\n for more than one value of <var>d</var> this value of <var>n</var> is counted again for every value of <var>d</var> for which <var>f</var>(<var>n,d</var>)=<var>n</var>",70,25th May 2007
157,Problem 157,Solving the diophantine equation <sup>1</sup>/<sub><var>a</var></sub>+<sup>1</sup>/<sub><var>b</var></sub>= <sup><var>p</var></sup>/<sub>10<sup><var>n</var></sup></sub>,"Consider the diophantine equation <sup>1</sup>/<sub><var>a</var></sub>+<sup>1</sup>/<sub><var>b</var></sub>= <sup><var>p</var></sup>/<sub>10<sup><var>n</var></sup></sub> with <var>a, b, p, n</var> positive integers and <var>a</var> \u2264 <var>b</var>.<br/>\nFor <var>n</var>=1 this equation has 20 solutions that are listed below:, How many solutions has this equation for 1 \u2264 <var>n</var> \u2264 9",65,1st June 2007
158,Problem 158,Exploring strings for which only one character comes lexicographically after its neighbour to the left,"Taking three different letters from the 26 letters of the alphabet, character strings of length three can be formed.<br/>\nExamples are 'abc', 'hat' and 'zyx'.<br/>\nWhen we study these three examples we see that for 'abc' two characters come lexicographically after its neighbour to the left.<br/> \nFor 'hat' there is exactly one character that comes lexicographically after its neighbour to the left. For 'zyx' there are zero characters that come lexicographically after its neighbour to the left.<br/>\nIn all there are 10400 strings of length 3 for which exactly one character comes lexicographically after its neighbour to the left., We now consider strings of <var>n</var> \u2264 26 different characters from the alphabet.<br/> \nFor every <var>n</var>, p(<var>n</var>) is the number of strings of length <var>n</var> for which exactly one character comes lexicographically after its neighbour to the left., What is the maximum value of p(<var>n</var>)",55,15th June 2007
159,Problem 159,Digital root sums of factorisations,"A composite number can be factored many different ways.  \nFor instance, not including multiplication by one, 24 can be factored in 7 distinct ways:, Recall that the digital root of a number, in base 10, is found by adding together the digits of that number, \nand repeating that process until a number is arrived at that is less than 10.  \nThus the digital root of 467 is 8., We shall call a Digital Root Sum (DRS) the sum of the digital roots of the individual factors of our number.<br/>\n The chart below demonstrates all of the DRS values for 24., The maximum Digital Root Sum  of 24 is 11.<br/>\nThe function mdrs(<var>n</var>) gives the maximum Digital Root Sum of <var>n</var>. So  mdrs(24)=11.<br/>\nFind \u2211mdrs(<var>n</var>) for 1 &lt; <var>n</var> &lt; 1,000,000",60,30th June 2007
160,Problem 160,Factorial trailing digits,"For any N, let f(N) be the last five digits before the trailing zeroes in N!.<br/>\nFor example,, <p style=""margin-left:50px;"">9! = 362880 so f(9)=36288<br/>\n10! = 3628800 so f(10)=36288<br/>\n20! = 2432902008176640000 so f(20)=17664, Find f(1,000,000,000,000",60,7th September 2007
161,Problem 161,Triominoes,"A triomino is a shape consisting of three squares joined via the edges.\nThere are two basic forms:, <p style=""text-align:center;""><img alt="""" src=""project/images/p161_trio1.gif""/>, If all possible orientations are taken into account there are six:, <p style=""text-align:center;""><img alt="""" src=""project/images/p161_trio3.gif""/>, Any n by m grid for which nxm is divisible by 3 can be tiled with triominoes.<br/>\nIf we consider tilings that can be obtained by reflection or rotation from another tiling as different there are 41 ways a 2 by 9 grid can be  tiled with triominoes:, <p style=""text-align:center;""><img alt="""" src=""project/images/p161_k9.gif""/>, In how many ways can a 9 by 12 grid be tiled in this way by triominoes",70,21st September 2007
162,Problem 162,Hexadecimal numbers,"In  the hexadecimal number system numbers are represented using 16 different digits:, The hexadecimal number AF when written in the decimal number system equals 10x16+15=175., In the 3-digit hexadecimal numbers 10A, 1A0, A10, and A01 the digits 0,1 and A are all present.<br/>\nLike numbers written in base ten we write hexadecimal numbers without leading zeroes., How many hexadecimal numbers containing at most sixteen hexadecimal digits exist with all of the digits 0,1, and A present at least once?<br/>\nGive your answer as a hexadecimal number., (A,B,C,D,E and F in upper case, without any leading or trailing code that marks the number as hexadecimal and without leading zeroes , e.g. 1A3F and not: 1a3f and not 0x1a3f and not $1A3F and not #1A3F and not 0000001A3F",45,5th October 2007
163,Problem 163,Cross-hatched triangles,"Consider an equilateral triangle in which straight lines are drawn from each vertex to the middle of the opposite side, such as in the <i>size 1</i> triangle in the sketch below., Sixteen triangles of either different shape or size or orientation or location can now be observed in that triangle. Using <i>size 1</i> triangles as building blocks, larger triangles can be formed, such as the <i>size 2</i> triangle in the above sketch. One-hundred and four triangles of either different shape or size or orientation or location can now be observed in that <i>size 2</i> triangle., It can be observed that the <i>size 2</i> triangle contains 4 <i>size 1</i> triangle building blocks. A <i>size 3</i> triangle would contain 9 <i>size 1</i> triangle building blocks and a <i>size n</i> triangle would thus contain <i>n<sup>2</sup> size 1</i> triangle building blocks., If we denote T(<var>n</var>) as the number of triangles present in a triangle of <i>size <var>n</var></i>, then, <p style=""margin-left:50px;"">T(1) = 16<br/>\nT(2) = 104, Find T(36)",70,13th October 2007
164,Problem 164,Numbers for which no three consecutive digits have a sum greater than a given value,How many 20 digit numbers <var>n</var> (without any leading zero) exist such that no three consecutive digits of <var>n</var> have a sum greater than 9,45,20th October 2007
165,Problem 165,Intersections,"A segment is uniquely defined by its two endpoints.<br/> By considering two line segments in plane geometry there are three possibilities:<br/> \nthe segments have zero points, one point, or infinitely many points in common., Moreover when two segments have exactly one point in common it might be the case that that common point is an endpoint of either one of the segments or of both. If a common point of two segments is not an endpoint of either of the segments it is an interior point of both segments.<br/>\nWe will call a common point T of two segments L<sub>1</sub> and L<sub>2</sub> a true intersection point of L<sub>1</sub> and L<sub>2</sub>  if T is the only common point of L<sub>1</sub> and L<sub>2</sub>  and T is an interior point of both segments.\n, Consider the three segments L<sub>1</sub>, L<sub>2</sub>, and L<sub>3</sub>:, <p style=""margin-left:20px;"">L<sub>1</sub>: (27, 44) to (12, 32)<br/>\nL<sub>2</sub>: (46, 53) to (17, 62)<br/>\nL<sub>3</sub>: (46, 70) to (22, 40), It can be verified that line segments L<sub>2</sub> and L<sub>3</sub> have a true intersection point. We note that as the one of the end points of L<sub>3</sub>: (22,40) lies on L<sub>1</sub> this is not considered to be a true point of intersection. L<sub>1</sub> and L<sub>2</sub> have no common point. So among the three line segments, we find one true intersection point., Now let us do the same for 5000 line segments. To this end, we generate 20000 numbers using the so-called ""Blum Blum Shub"" pseudo-random number generator., <p style=""margin-left:50px;"">s<sub>0</sub> = 290797<br/><br/>\ns<sub>n+1</sub> = s<sub>n</sub>\xd7s<sub>n</sub> (modulo 50515093)<br/><br/>\nt<sub>n</sub> = s<sub>n</sub> (modulo 500), To create each line segment, we use four consecutive numbers t<sub>n</sub>. That is, the first line segment is given by:, (t<sub>1</sub>, t<sub>2</sub>) to (t<sub>3</sub>, t<sub>4</sub>), The first four numbers computed according to the above generator should be: 27, 144, 12 and 232. The first segment would thus be (27,144) to (12,232)., How many distinct true intersection points are found among the 5000 line segments",65,27th October 2007
166,Problem 166,Criss Cross,"A 4x4 grid is filled with digits d, 0 \u2264 d \u2264 9., It can be seen that in the grid, <p style=""text-align:center;"">\n6 3 3 0<br/>\n5 0 4 3<br/>\n0 7 1 4<br/>\n1 2 4 5, the sum of each row and each column has the value 12. Moreover the sum of each diagonal is also 12., In how many ways can you fill a 4x4 grid with the digits d, 0 \u2264 d \u2264 9 so that each row, each column, and both diagonals have the same sum",50,3rd November 2007
167,Problem 167,Investigating Ulam sequences,"For two positive integers a and b, the Ulam sequence U(a,b) is defined by U(a,b)<sub>1</sub> = a, U(a,b)<sub>2</sub> = b and for k &gt; 2,\nU(a,b)<sub>k</sub> is the smallest integer greater than U(a,b)<sub>(k-1)</sub> which can be written in exactly one way as the sum of two distinct previous members of U(a,b)., For example, the sequence U(1,2) begins with<br/>\n1, 2, 3 = 1 + 2, 4 = 1 + 3, 6 = 2 + 4, 8 = 2 + 6, 11 = 3 + 8;<br/>\n5 does not belong to it because 5 = 1 + 4 = 2 + 3 has two representations as the sum of two previous members, likewise 7 = 1 + 6 = 3 + 4., Find \u2211U(2,2<var>n</var>+1)<sub><var>k</var></sub> for 2 \u2264 <var>n</var> \u226410, where <var>k</var> = 10<sup>11</sup>",75,9th November 2007
168,Problem 168,Number Rotations,"Consider the number 142857. We can right-rotate this number by moving the last digit (7) to the front of it, giving us 714285.<br/>\nIt can be verified that 714285=5\xd7142857.<br/>\nThis demonstrates an unusual property of 142857: it is a divisor of its right-rotation., Find the last 5 digits of the sum of all integers <var>n</var>, 10 &lt; <var>n</var> &lt; 10<sup>100</sup>, that have this property",65,16th November 2007
169,Problem 169,Exploring the number of different ways a number can be expressed as a sum of powers of 2,"Define f(0)=1 and f(<var>n</var>) to be the number of different ways <var>n</var> can be expressed as a sum of integer powers of 2 using each power no more than twice., For example, f(10)=5 since there are five different ways to express 10:, <p style=""margin-left:50px;"">1 + 1 + 8<br/>\n1 + 1 + 4 + 4<br/>1 + 1 + 2 + 2 + 4<br/>\n2 + 4 + 4<br/>\n2 + 8, What is f(10<sup>25</sup>)",50,23rd November 2007
170,Problem 170,Find the largest 0 to 9 pandigital that can be formed by concatenating products,"Take the number 6 and multiply it by each of 1273 and 9854:, <p style=""margin-left:50px;"">6 \xd7 1273 =  7638<br/>\n6 \xd7 9854 = 59124, By concatenating these products we get the 1 to 9 pandigital 763859124. We will call 763859124 the ""concatenated product of 6 and (1273,9854)"". Notice too, that the concatenation of the input numbers, 612739854, is also 1 to 9 pandigital., The same can be done for 0 to 9 pandigital numbers., What is the largest 0 to 9 pandigital 10-digit concatenated product of an integer with two or more other integers, such that the concatenation of the input numbers is also a 0 to 9 pandigital 10-digit number",70,1st December 2007
171,Problem 171,Finding numbers for which the sum of the squares of the digits is a square,"For a positive integer <var>n</var>, let f(<var>n</var>) be the sum of the squares of the digits (in base 10) of <var>n</var>, e.g., <p style=""margin-left:50px;"">f(3) = 3<sup>2</sup> = 9,<br/>\nf(25) = 2<sup>2</sup> + 5<sup>2</sup> = 4 + 25 = 29,<br/>\nf(442) = 4<sup>2</sup> + 4<sup>2</sup> + 2<sup>2</sup> = 16 + 16 + 4 = 36, Find the last nine digits of the sum of all <var>n</var>, 0 &lt; <var>n</var> &lt; 10<sup>20</sup>, such that f(<var>n</var>) is a perfect square",65,8th December 2007
172,Problem 172,Investigating numbers with few repeated digits,How many 18-digit numbers <var>n</var> (without leading zeros) are there such that no digit occurs more than three times in <var>n</var>,55,15th December 2007
173,Problem 173,"Using up to one million tiles how many different ""hollow"" square laminae can be formed?","We shall define a square lamina to be a square outline with a square ""hole"" so that the shape possesses vertical and horizontal symmetry. For example, using exactly thirty-two square tiles we can form two different square laminae:, With one-hundred tiles, and not necessarily using all of the tiles at one time, it is possible to form forty-one different square laminae., Using up to one million tiles how many different square laminae can be formed",30,22nd December 2007
174,Problem 174,"Counting the number of ""hollow"" square laminae that can form one, two, three, ... distinct arrangements","We shall define a square lamina to be a square outline with a square ""hole"" so that the shape possesses vertical and horizontal symmetry., Given eight tiles it is possible to form a lamina in only one way: 3x3 square with a 1x1 hole in the middle. However, using thirty-two tiles it is possible to form two distinct laminae., If <var>t</var> represents the number of tiles used, we shall say that <var>t</var> = 8 is type L(1) and <var>t</var> = 32 is type L(2)., Let N(<var>n</var>) be the number of <var>t</var> \u2264 1000000 such that <var>t</var> is type L(<var>n</var>); for example, N(15) = 832., What is \u2211 N(<var>n</var>) for 1 \u2264 <var>n</var> \u2264 10",40,"two, three, ... distinct arrangements</h2><div id=""problem_info"" class=""info""><h3>Problem 174</h3><span>Published on Saturday, 22nd December 2007"
175,Problem 175,Fractions involving the number of different ways a number can be expressed as a sum of powers of 2,,70,28th December 2007
176,Problem 176,Right-angled triangles that share a cathetus,"The four right-angled triangles with sides (9,12,15), (12,16,20), (5,12,13) and (12,35,37) all have one of the shorter sides (catheti) equal to 12. It can be shown that no other integer sided right-angled triangle exists with one of the catheti equal to 12., Find the smallest integer that can be the length of a cathetus of exactly 47547 different integer sided right-angled triangles",70,4th January 2008
177,Problem 177,Integer angled Quadrilaterals,"Let ABCD be a convex quadrilateral, with diagonals AC and BD. At each vertex the diagonal makes an angle with each of the two sides, creating eight corner angles., <p style=""margin-left:180px;""><img alt="""" src=""project/images/p177_quad.gif""/>, For example, at vertex A, the two angles are CAD, CAB., We call such a quadrilateral for which all eight corner angles have integer values when measured in degrees an ""integer angled quadrilateral"". An example of an integer angled quadrilateral is a square, where all eight corner angles are 45\xb0. Another example is given by DAC = 20\xb0, BAC = 60\xb0, ABD = 50\xb0, CBD = 30\xb0, BCA = 40\xb0, DCA = 30\xb0, CDB = 80\xb0, ADB = 50\xb0., What is the total number of non-similar integer angled quadrilaterals?, Note: In your calculations you may assume that a calculated angle is integral if it is within a tolerance of 10<sup>-9</sup> of an integer value",80,11th January 2008
178,Problem 178,Step Numbers,,55,19th January 2008
179,Problem 179,Consecutive positive divisors,"Find the number of integers 1 &lt; n &lt; 10<sup>7</sup>, for which <var>n</var> and <var>n</var> + 1 have the same number of positive divisors. For example, 14 has the positive divisors 1, 2, 7, 14 while 15 has 1, 3, 5, 15",25,26th January 2008
180,Problem 180,Rational zeros of a function of three variables,"For any integer <var>n</var>, consider the three functions, <p style=""margin-left:50px;""><var>f</var><sub>1,<var>n</var></sub>(<var>x</var>,<var>y</var>,<var>z</var>) = <var>x</var><sup><var>n</var>+1</sup> + <var>y</var><sup><var>n</var>+1</sup> \u2212 <var>z</var><sup><var>n</var>+1</sup><br/><var>f</var><sub>2,<var>n</var></sub>(<var>x</var>,<var>y</var>,<var>z</var>) = (<var>xy</var> + <var>yz</var> + <var>zx</var>)*(<var>x</var><sup><var>n</var>-1</sup> + <var>y</var><sup><var>n</var>-1</sup> \u2212 <var>z</var><sup><var>n</var>-1</sup>)<br/><var>f</var><sub>3,<var>n</var></sub>(<var>x</var>,<var>y</var>,<var>z</var>) = <var>xyz</var>*(<var>x</var><sup><var>n</var>-2</sup> + <var>y</var><sup><var>n</var>-2</sup> \u2212 <var>z</var><sup><var>n</var>-2</sup>), and their combination, <p style=""margin-left:50px;""><var>f</var><sub><var>n</var></sub>(<var>x</var>,<var>y</var>,<var>z</var>) = <var>f</var><sub>1,<var>n</var></sub>(<var>x</var>,<var>y</var>,<var>z</var>) + <var>f</var><sub>2,<var>n</var></sub>(<var>x</var>,<var>y</var>,<var>z</var>) \u2212 <var>f</var><sub>3,<var>n</var></sub>(<var>x</var>,<var>y</var>,<var>z</var>), We call (<var>x</var>,<var>y</var>,<var>z</var>) a golden triple of order <var>k</var> if <var>x</var>, <var>y</var>, and <var>z</var> are all rational numbers of the form <var>a</var> / <var>b</var> with<br/>\n0 &lt; <var>a</var> &lt; <var>b</var> \u2264 <var>k</var> and there is (at least) one integer <var>n</var>, so that <var>f</var><sub><var>n</var></sub>(<var>x</var>,<var>y</var>,<var>z</var>) = 0., Let <var>s</var>(<var>x</var>,<var>y</var>,<var>z</var>) = <var>x</var> + <var>y</var> + <var>z</var>.<br/>\nLet <var>t</var> = <var>u</var> / <var>v</var> be the sum of all distinct <var>s</var>(<var>x</var>,<var>y</var>,<var>z</var>) for all golden triples (<var>x</var>,<var>y</var>,<var>z</var>) of order 35.<br/> All the <var>s</var>(<var>x</var>,<var>y</var>,<var>z</var>) and <var>t</var>  must be in reduced form., Find <var>u</var> + <var>v</var>",75,2nd February 2008
181,Problem 181,Investigating in how many ways objects of two different colours can be grouped,"Having three black objects B and one white object W they can be grouped in 7 ways like this:, In how many ways can sixty black objects B and forty white objects W be  thus grouped",70,9th February 2008
182,Problem 182,RSA encryption,"The RSA encryption is based on the following procedure:, Generate two distinct primes <var>p</var> and <var>q</var>.<br/>Compute <var>n=pq</var> and \u03c6=(<var>p</var>-1)(<var>q</var>-1).<br/>\nFind an integer <var>e</var>, 1&lt;<var>e</var>&lt;\u03c6, such that gcd(<var>e</var>,\u03c6)=1., A message in this system is a number in the interval [0,<var>n</var>-1].<br/>\nA text to be encrypted is then somehow converted to messages (numbers in the interval [0,<var>n</var>-1]).<br/>\nTo encrypt the text,  for each message, <var>m</var>, <var>c</var>=<var>m</var><sup><var>e</var></sup> mod <var>n</var> is calculated., To decrypt the text, the following procedure is needed: calculate <var>d</var> such that <var>ed</var>=1 mod \u03c6, then for each encrypted message, <var>c</var>, calculate <var>m=c<sup>d</sup></var> mod <var>n</var>., There exist values of <var>e</var> and <var>m</var>  such that <var>m<sup>e</sup></var> mod <var>n=m</var>.<br/>We call messages <var>m</var> for which <var>m<sup>e</sup></var> mod <var>n=m</var> unconcealed messages., An issue when choosing <var>e</var> is that there should not be too many unconcealed messages.  <br/>For instance, let <var>p</var>=19 and <var>q</var>=37.<br/>\nThen <var>n</var>=19*37=703 and \u03c6=18*36=648.<br/>\nIf we choose <var>e</var>=181, then, although gcd(181,648)=1 it turns out that all possible messages<br/><var>m</var> (0\u2264<var>m</var>\u2264<var>n</var>-1) are unconcealed when calculating <var>m<sup>e</sup></var> mod <var>n</var>.<br/>\nFor any valid choice of <var>e</var> there exist some unconcealed messages.<br/>\nIt's important that the number of unconcealed messages is at a minimum., Choose <var>p</var>=1009 and <var>q</var>=3643.<br/>\nFind the sum of all values of <var>e</var>, 1&lt;<var>e</var>&lt;\u03c6(1009,3643) and gcd(<var>e</var>,\u03c6)=1, so that the number of unconcealed messages for this value of <var>e</var> is at a minimum",60,15th February 2008
183,Problem 183,Maximum product of parts,"Let N be a positive integer and let N be split into <var>k</var> equal parts, <var>r</var> = N/<var>k</var>, so that N = <var>r</var> + <var>r</var> + ... + <var>r</var>.<br/>\nLet P be the product of these parts, P = <var>r</var> \xd7 <var>r</var> \xd7 ... \xd7 <var>r</var> = <var>r</var><sup><var>k</var></sup>., For example, if 11 is split into five equal parts, 11 = 2.2 + 2.2 + 2.2 + 2.2 + 2.2, then P = 2.2<sup>5</sup> = 51.53632., Let M(N) = P<sub>max</sub> for a given value of N., It turns out that the maximum for N = 11 is found by splitting eleven into four equal parts which leads to P<sub>max</sub> = (11/4)<sup>4</sup>; that is, M(11) = 14641/256 = 57.19140625, which is a terminating decimal., However, for N = 8 the maximum is achieved by splitting it into three equal parts, so M(8) = 512/27, which is a non-terminating decimal., Let D(N) = N if M(N) is a non-terminating decimal and D(N) = -N if M(N) is a terminating decimal., For example, \u03a3D(N) for 5 \u2264 N \u2264 100 is 2438., Find \u03a3D(N) for 5 \u2264 N \u2264 10000",45,22nd February 2008
184,Problem 184,Triangles containing the origin,"Consider the set <var>I<sub>r</sub></var> of points (<var>x</var>,<var>y</var>) with integer co-ordinates in the interior of the circle with radius <var>r</var>, centered at the origin, i.e. <var>x</var><sup>2</sup> + <var>y</var><sup>2</sup> &lt; <var>r</var><sup>2</sup>., For a radius of 2, <var>I</var><sub>2</sub> contains the nine points (0,0), (1,0), (1,1), (0,1), (-1,1), (-1,0), (-1,-1), (0,-1) and (1,-1). There are eight triangles having all three vertices in <var>I</var><sub>2</sub> which contain the origin in the interior. Two of them are shown below, the others are obtained from these by rotation., <p style=""margin-left:240px;""><img alt="""" src=""project/images/p184.gif""/>, For a radius of 3, there are 360 triangles containing the origin in the interior and having all vertices in <var>I</var><sub>3</sub> and for <var>I</var><sub>5</sub> the number is 10600., How many triangles are there containing the origin in the interior and having all three vertices in <var>I</var><sub>105</sub>",75,29th February 2008
185,Problem 185,Number Mind,"The game Number Mind is a variant of the well known game Master Mind., Instead of coloured pegs, you have to guess a secret sequence of digits. After each guess you're only told in how many places you've guessed the correct digit. So, if the sequence was 1234 and you guessed 2036, you'd be told that you have one correct digit; however, you would NOT be told that you also have another digit in the wrong place., For instance, given the following guesses for a 5-digit secret sequence,, <p style=""margin-left:50px;"">90342 ;2 correct<br/>\n70794 ;0 correct<br/>\n39458 ;2 correct<br/>\n34109 ;1 correct<br/>\n51545 ;2 correct<br/>\n12531 ;1 correct, The correct sequence 39542 is unique., Based on the following guesses,, <p style=""margin-left:50px;"">5616185650518293 ;2 correct<br/>\n3847439647293047 ;1 correct<br/>\n5855462940810587 ;3 correct<br/>\n9742855507068353 ;3 correct<br/>\n4296849643607543 ;3 correct<br/>\n3174248439465858 ;1 correct<br/>\n4513559094146117 ;2 correct<br/>\n7890971548908067 ;3 correct<br/>\n8157356344118483 ;1 correct<br/>\n2615250744386899 ;2 correct<br/>\n8690095851526254 ;3 correct<br/>\n6375711915077050 ;1 correct<br/>\n6913859173121360 ;1 correct<br/>\n6442889055042768 ;2 correct<br/>\n2321386104303845 ;0 correct<br/>\n2326509471271448 ;2 correct<br/>\n5251583379644322 ;2 correct<br/>\n1748270476758276 ;3 correct<br/>\n4895722652190306 ;1 correct<br/>\n3041631117224635 ;3 correct<br/>\n1841236454324589 ;3 correct<br/>\n2659862637316867 ;2 correct, Find the unique 16-digit secret sequence",55,8th March 2008
186,Problem 186,Connectedness of a network,"Here are the records from a busy telephone system with one million users:, The telephone number of the caller and the called number in record n are Caller(n) = S<sub>2n-1</sub> and Called(n) = S<sub>2n</sub> where S<sub>1,2,3,...</sub> come from the ""Lagged Fibonacci Generator"":, For 1 \u2264 k \u2264 55, S<sub>k</sub> = [100003 - 200003k + 300007k<sup>3</sup>] (modulo 1000000)<br/>\nFor 56 \u2264 k, S<sub>k</sub> = [S<sub>k-24</sub> + S<sub>k-55</sub>] (modulo 1000000), If Caller(n) = Called(n) then the user is assumed to have misdialled and the call fails; otherwise the call is successful., From the start of the records, we say that any pair of users X and Y are friends if X calls Y or vice-versa. Similarly, X is a friend of a friend of Z if X is a friend of Y and Y is a friend of Z; and so on for longer chains., The Prime Minister's phone number is 524287. After how many successful calls, not counting misdials, will 99% of the users (including the PM) be a friend, or a friend of a friend etc., of the Prime Minister",60,15th March 2008
187,Problem 187,Semiprimes,"A composite is a number containing at least two prime factors. For example, 15 = 3 \xd7 5; 9 = 3 \xd7 3; 12 = 2 \xd7 2 \xd7 3., There are ten composites below thirty containing precisely two, not necessarily distinct, prime factors:\n4, 6, 9, 10, 14, 15, 21, 22, 25, 26., How many composite integers, <var>n</var> &lt; 10<sup>8</sup>, have precisely two, not necessarily distinct, prime factors",25,22nd March 2008
188,Problem 188,The hyperexponentiation of a number,"The <span style=""font-style:italic;"">hyperexponentiation</span> or <span style=""font-style:italic;"">tetration</span> of a number a by a positive integer b, denoted by a\u2191\u2191b or <sup>b</sup>a, is recursively defined by:<br/><br/>\na\u2191\u21911 = a,<br/>\na\u2191\u2191(k+1) = a<sup>(a\u2191\u2191k)</sup>., \nThus we have e.g. 3\u2191\u21912 = 3<sup>3</sup> = 27, hence 3\u2191\u21913 = 3<sup>27</sup> = 7625597484987 and 3\u2191\u21914 is roughly 10<sup>3.6383346400240996*10^12</sup>., Find the last 8 digits of 1777\u2191\u21911855",35,4th April 2008
189,Problem 189,Tri-colouring a triangular grid,"Consider the following configuration of 64 triangles:, We wish to colour the interior of each triangle with one of three colours: red, green or blue, so that no two neighbouring triangles have the same colour. Such a colouring shall be called valid. Here, two triangles are said to be neighbouring if they share an edge.<br/>\nNote: if they only share a vertex, then they are not neighbours., For example, here is a valid colouring of the above grid:, A colouring C' which is obtained from a colouring C by rotation or reflection is considered <i>distinct</i> from C unless the two are identical., How many distinct valid colourings are there for the above configuration",70,11th April 2008
190,Problem 190,Maximising a weighted product,"Let S<sub>m</sub> = (x<sub>1</sub>, x<sub>2</sub>, ... , x<sub>m</sub>) be the m-tuple of positive real numbers with x<sub>1</sub> + x<sub>2</sub> + ... + x<sub>m</sub> = m for which P<sub>m</sub> = x<sub>1</sub> * x<sub>2</sub><sup>2</sup> * ... * x<sub>m</sub><sup>m</sup> is maximised., For example, it can be verified that [P<sub>10</sub>] = 4112 ([ ] is the integer part function)., Find \u03a3[P<sub>m</sub>] for 2 \u2264 m \u2264 15",50,18th April 2008
191,Problem 191,Prize Strings,"A particular school offers cash rewards to children with good attendance and punctuality. If they are absent for three consecutive days or late on more than one occasion then they forfeit their prize., During an n-day period a trinary string is formed for each child consisting of L's (late), O's (on time), and A's (absent)., Although there are eighty-one trinary strings for a 4-day period that can be formed, exactly forty-three strings would lead to a prize:, <p style=""margin-left:50px;font-family:'Courier New', monospace;"">OOOO OOOA OOOL OOAO OOAA OOAL OOLO OOLA OAOO OAOA<br/>\nOAOL OAAO OAAL OALO OALA OLOO OLOA OLAO OLAA AOOO<br/>\nAOOA AOOL AOAO AOAA AOAL AOLO AOLA AAOO AAOA AAOL<br/>\nAALO AALA ALOO ALOA ALAO ALAA LOOO LOOA LOAO LOAA<br/>\nLAOO LAOA LAAO, How many ""prize"" strings exist over a 30-day period",35,26th April 2008
